sequencing_id,library_id,site,platform,method,index_sequence,flowcell_id,lane_no,run_date,library_layout,run_year
sequence_AFX_2_D3,library_AFX_2_D3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_2_D4,library_AFX_2_D4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_2_D5,library_AFX_2_D5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_A1,library_AFX_3_A1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_A2,library_AFX_3_A2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_A3,library_AFX_3_A3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_A4,library_AFX_3_A4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_A5,library_AFX_3_A5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_B1,library_AFX_3_B1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_B2,library_AFX_3_B2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_B3,library_AFX_3_B3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_B4,library_AFX_3_B4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_B5,library_AFX_3_B5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_C1,library_AFX_3_C1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_C2,library_AFX_3_C2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_C3,library_AFX_3_C3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_C4,library_AFX_3_C4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_C5,library_AFX_3_C5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_D1,library_AFX_3_D1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_D2,library_AFX_3_D2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_D3,library_AFX_3_D3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_D4,library_AFX_3_D4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_3_D5,library_AFX_3_D5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_A1,library_AFX_4_A1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_A2,library_AFX_4_A2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_A3,library_AFX_4_A3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_A4,library_AFX_4_A4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_A5,library_AFX_4_A5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_B1,library_AFX_4_B1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_B2,library_AFX_4_B2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_B3,library_AFX_4_B3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_B4,library_AFX_4_B4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_B5,library_AFX_4_B5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_C1,library_AFX_4_C1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_C2,library_AFX_4_C2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_C3,library_AFX_4_C3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_C4,library_AFX_4_C4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_C5,library_AFX_4_C5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_D1,library_AFX_4_D1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_D2,library_AFX_4_D2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_D3,library_AFX_4_D3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_D4,library_AFX_4_D4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_4_D5,library_AFX_4_D5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_A1,library_AFX_5_A1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_A2,library_AFX_5_A2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_A3,library_AFX_5_A3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_A4,library_AFX_5_A4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_A5,library_AFX_5_A5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_B1,library_AFX_5_B1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_B2,library_AFX_5_B2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_B3,library_AFX_5_B3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_B4,library_AFX_5_B4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_B5,library_AFX_5_B5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_C1,library_AFX_5_C1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_C2,library_AFX_5_C2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_C3,library_AFX_5_C3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_C4,library_AFX_5_C4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_C5,library_AFX_5_C5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_D1,library_AFX_5_D1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_D2,library_AFX_5_D2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_D3,library_AFX_5_D3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_D4,library_AFX_5_D4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_5_D5,library_AFX_5_D5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_A1,library_AFX_6_A1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_A2,library_AFX_6_A2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_A3,library_AFX_6_A3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_A4,library_AFX_6_A4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_A5,library_AFX_6_A5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_B1,library_AFX_6_B1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_B2,library_AFX_6_B2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_B3,library_AFX_6_B3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_B4,library_AFX_6_B4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_B5,library_AFX_6_B5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_C1,library_AFX_6_C1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_C2,library_AFX_6_C2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_C3,library_AFX_6_C3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_C4,library_AFX_6_C4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_C5,library_AFX_6_C5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_D1,library_AFX_6_D1,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_D2,library_AFX_6_D2,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_D3,library_AFX_6_D3,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_D4,library_AFX_6_D4,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_AFX_6_D5,library_AFX_6_D5,AFX,Affymetrix Human Genome U133 Plus 2.0 GeneChip,,,,,2006/7/19,,2006
sequence_BIO_1_A1,library_BIO_1_A1,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_A2,library_BIO_1_A2,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_A3,library_BIO_1_A3,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_A4,library_BIO_1_A4,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_A5,library_BIO_1_A5,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_B1,library_BIO_1_B1,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_B2,library_BIO_1_B2,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_B3,library_BIO_1_B3,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_B4,library_BIO_1_B4,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_B5,library_BIO_1_B5,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sA1,library_BIO_1_sA1,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sA2,library_BIO_1_sA2,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sA3,library_BIO_1_sA3,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sA4,library_BIO_1_sA4,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sA5,library_BIO_1_sA5,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sB1,library_BIO_1_sB1,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sB2,library_BIO_1_sB2,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sB3,library_BIO_1_sB3,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sB4,library_BIO_1_sB4,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO_1_sB5,library_BIO_1_sB5,BIO,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_A1,library_BIO1_1_A1,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_A2,library_BIO1_1_A2,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_A3,library_BIO1_1_A3,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_A4,library_BIO1_1_A4,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_A5,library_BIO1_1_A5,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_B1,library_BIO1_1_B1,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_B2,library_BIO1_1_B2,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_B3,library_BIO1_1_B3,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_B4,library_BIO1_1_B4,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_BIO1_1_B5,library_BIO1_1_B5,BIO1,CapitalBio Operon oligos,,,,,2006/7/19,,2006
sequence_GEH_1_A1,library_GEH_1_A1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_A2,library_GEH_1_A2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_A3,library_GEH_1_A3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_A4,library_GEH_1_A4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_A5,library_GEH_1_A5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_B1,library_GEH_1_B1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_B2,library_GEH_1_B2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_B3,library_GEH_1_B3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_B4,library_GEH_1_B4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_B5,library_GEH_1_B5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_C1,library_GEH_1_C1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_C2,library_GEH_1_C2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_C3,library_GEH_1_C3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_C4,library_GEH_1_C4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_C5,library_GEH_1_C5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_D1,library_GEH_1_D1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_D2,library_GEH_1_D2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_D3,library_GEH_1_D3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_D4,library_GEH_1_D4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_1_D5,library_GEH_1_D5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_A1,library_GEH_2_A1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_A2,library_GEH_2_A2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_A3,library_GEH_2_A3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_A4,library_GEH_2_A4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_A5,library_GEH_2_A5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_B1,library_GEH_2_B1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_B2,library_GEH_2_B2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_B3,library_GEH_2_B3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_B4,library_GEH_2_B4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_B5,library_GEH_2_B5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_C1,library_GEH_2_C1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_C2,library_GEH_2_C2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_C3,library_GEH_2_C3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_C4,library_GEH_2_C4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_C5,library_GEH_2_C5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_D1,library_GEH_2_D1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_D2,library_GEH_2_D2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_D3,library_GEH_2_D3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_D4,library_GEH_2_D4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_2_D5,library_GEH_2_D5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_A1,library_GEH_3_A1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_A2,library_GEH_3_A2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_A3,library_GEH_3_A3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_A4,library_GEH_3_A4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_A5,library_GEH_3_A5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_B1,library_GEH_3_B1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_B2,library_GEH_3_B2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_B3,library_GEH_3_B3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_B4,library_GEH_3_B4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_B5,library_GEH_3_B5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_C1,library_GEH_3_C1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_C2,library_GEH_3_C2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_C3,library_GEH_3_C3,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_C4,library_GEH_3_C4,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_C5,library_GEH_3_C5,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_D1,library_GEH_3_D1,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
sequence_GEH_3_D2,library_GEH_3_D2,GEH,GE Healthcare CodeLink Human Whole Genome,,,,,2006/7/19,,2006
