sequencing_id,library_id,site,platform,method,index_sequence,flowcell_id,lane_no,run_date,library_layout,run_year
sequence_TNBC_A_6,library_TNBC_A_6,,Illumina Hiseq X Ten,,,,,,PAIRED,2016
sequence_TNBC_B_1,library_TNBC_B_1,,Illumina Hiseq X Ten,,,,,,PAIRED,2016
sequence_TNBC_B_2,library_TNBC_B_2,,Illumina Hiseq X Ten,,,,,,PAIRED,2016
sequence_TNBC_B_3,library_TNBC_B_3,,Illumina Hiseq X Ten,,,,,,PAIRED,2016
sequence_TNBC_Batch2_A_1,library_TNBC_Batch2_A_1,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_B_1,library_TNBC_Batch2_B_1,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_A_2,library_TNBC_Batch2_A_2,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_B_2,library_TNBC_Batch2_B_2,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_A_3,library_TNBC_Batch2_A_3,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_B_3,library_TNBC_Batch2_B_3,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_A_4,library_TNBC_Batch2_A_4,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
sequence_TNBC_Batch2_B_4,library_TNBC_Batch2_B_4,,Illumina Hiseq X Ten,,,,,,PAIRED,2015
