datafile_id,sequencing_id,submitter_id,data_type,data_category,data_format,file_name,file_size,md5sum,file_path,node
CBCGA_L31_29_MAQCA_20210513_R2.fastq.gz,sequence_CBCGA_L31_29_MAQCA_20210513,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R21037163-L31-29-MAQCA_combined_R2.fastq.gz,6378987463 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s1616g01007_83Samples_20210513/Sample_R21037163-L31-29-MAQCA/R21037163-L31-29-MAQCA_combined_R2.fastq.gz,
CBCGA_L30_32_MAQC_B_20210513_R1.fastq.gz,sequence_CBCGA_L30_32_MAQC_B_20210513,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R21046128-L30-32-MAQC-B_combined_R1.fastq.gz,5869343057 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s1616g01007_83Samples_20210513/Sample_R21046128-L30-32-MAQC-B/R21046128-L30-32-MAQC-B_combined_R1.fastq.gz,
CBCGA_L30_32_MAQC_B_20210513_R2.fastq.gz,sequence_CBCGA_L30_32_MAQC_B_20210513,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R21046128-L30-32-MAQC-B_combined_R2.fastq.gz,6272788081 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s1616g01007_83Samples_20210513/Sample_R21046128-L30-32-MAQC-B/R21046128-L30-32-MAQC-B_combined_R2.fastq.gz,
CBCGA_L5_32_MAQCA_20201227_R1.fastq.gz,sequence_CBCGA_L5_32_MAQCA_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059087-L5-32-MAQCA_combined_R1.fastq.gz,5303228192 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059087-L5-32-MAQCA/R20059087-L5-32-MAQCA_combined_R1.fastq.gz,
CBCGA_L5_32_MAQCA_20201227_R2.fastq.gz,sequence_CBCGA_L5_32_MAQCA_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059087-L5-32-MAQCA_combined_R2.fastq.gz,5527311070 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059087-L5-32-MAQCA/R20059087-L5-32-MAQCA_combined_R2.fastq.gz,
CBCGA_L6_32_MAQCB_20201227_R1.fastq.gz,sequence_CBCGA_L6_32_MAQCB_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059119-L6-32-MAQCB_combined_R1.fastq.gz,7095725985 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059119-L6-32-MAQCB/R20059119-L6-32-MAQCB_combined_R1.fastq.gz,
CBCGA_L6_32_MAQCB_20201227_R2.fastq.gz,sequence_CBCGA_L6_32_MAQCB_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059119-L6-32-MAQCB_combined_R2.fastq.gz,7187688730 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059119-L6-32-MAQCB/R20059119-L6-32-MAQCB_combined_R2.fastq.gz,
CBCGA_L11_32_MAQCA_20201227_R1.fastq.gz,sequence_CBCGA_L11_32_MAQCA_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059279-L11-32-MAQCA_combined_R1.fastq.gz,5313542285 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059279-L11-32-MAQCA/R20059279-L11-32-MAQCA_combined_R1.fastq.gz,
CBCGA_L11_32_MAQCA_20201227_R2.fastq.gz,sequence_CBCGA_L11_32_MAQCA_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059279-L11-32-MAQCA_combined_R2.fastq.gz,5568089044 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059279-L11-32-MAQCA/R20059279-L11-32-MAQCA_combined_R2.fastq.gz,
CBCGA_L12_32_MAQCB_20201227_R1.fastq.gz,sequence_CBCGA_L12_32_MAQCB_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059311-L12-32-MAQCB_combined_R1.fastq.gz,6449406818 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059311-L12-32-MAQCB/R20059311-L12-32-MAQCB_combined_R1.fastq.gz,
CBCGA_L12_32_MAQCB_20201227_R2.fastq.gz,sequence_CBCGA_L12_32_MAQCB_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059311-L12-32-MAQCB_combined_R2.fastq.gz,6814571608 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059311-L12-32-MAQCB/R20059311-L12-32-MAQCB_combined_R2.fastq.gz,
CBCGA_L13_32_MAQCA_20201227_R1.fastq.gz,sequence_CBCGA_L13_32_MAQCA_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059343-L13-32-MAQCA_combined_R1.fastq.gz,6396542905 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059343-L13-32-MAQCA/R20059343-L13-32-MAQCA_combined_R1.fastq.gz,
CBCGA_L13_32_MAQCA_20201227_R2.fastq.gz,sequence_CBCGA_L13_32_MAQCA_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059343-L13-32-MAQCA_combined_R2.fastq.gz,6757797951 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097-2_319Samples_20201227/Sample_R20059343-L13-32-MAQCA/R20059343-L13-32-MAQCA_combined_R2.fastq.gz,
CBCGA_L3_24_MAQCA_20210112_R1.fastq.gz,sequence_CBCGA_L3_24_MAQCA_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059031-L3-24-MAQCA_combined_R1.fastq.gz,5045152277 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059031-L3-24-MAQCA/R20059031-L3-24-MAQCA_combined_R1.fastq.gz,
CBCGA_L3_24_MAQCA_20210112_R2.fastq.gz,sequence_CBCGA_L3_24_MAQCA_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059031-L3-24-MAQCA_combined_R2.fastq.gz,5253589715 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059031-L3-24-MAQCA/R20059031-L3-24-MAQCA_combined_R2.fastq.gz,
CBCGA_L4_24_MAQCB_20210112_R1.fastq.gz,sequence_CBCGA_L4_24_MAQCB_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059055-L4-24-MAQCB_combined_R1.fastq.gz,5124943438 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059055-L4-24-MAQCB/R20059055-L4-24-MAQCB_combined_R1.fastq.gz,
CBCGA_L4_24_MAQCB_20210112_R2.fastq.gz,sequence_CBCGA_L4_24_MAQCB_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059055-L4-24-MAQCB_combined_R2.fastq.gz,5428902299 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059055-L4-24-MAQCB/R20059055-L4-24-MAQCB_combined_R2.fastq.gz,
CBCGA_L7_32_MAQCA_20210112_R1.fastq.gz,sequence_CBCGA_L7_32_MAQCA_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059151-L7-32-MAQCA_combined_R1.fastq.gz,5262561123 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059151-L7-32-MAQCA/R20059151-L7-32-MAQCA_combined_R1.fastq.gz,
CBCGA_L7_32_MAQCA_20210112_R2.fastq.gz,sequence_CBCGA_L7_32_MAQCA_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059151-L7-32-MAQCA_combined_R2.fastq.gz,5373784794 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059151-L7-32-MAQCA/R20059151-L7-32-MAQCA_combined_R2.fastq.gz,
CBCGA_L8_32_MAQCB_20210112_R1.fastq.gz,sequence_CBCGA_L8_32_MAQCB_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059183-L8-32-MAQCB_combined_R1.fastq.gz,5057340004 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059183-L8-32-MAQCB/R20059183-L8-32-MAQCB_combined_R1.fastq.gz,
CBCGA_L8_32_MAQCB_20210112_R2.fastq.gz,sequence_CBCGA_L8_32_MAQCB_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059183-L8-32-MAQCB_combined_R2.fastq.gz,5269570289 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059183-L8-32-MAQCB/R20059183-L8-32-MAQCB_combined_R2.fastq.gz,
CBCGA_L9_32_MAQCA_20210112_R1.fastq.gz,sequence_CBCGA_L9_32_MAQCA_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059215-L9-32-MAQCA_combined_R1.fastq.gz,5337761664 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059215-L9-32-MAQCA/R20059215-L9-32-MAQCA_combined_R1.fastq.gz,
CBCGA_L9_32_MAQCA_20210112_R2.fastq.gz,sequence_CBCGA_L9_32_MAQCA_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059215-L9-32-MAQCA_combined_R2.fastq.gz,5590461671 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059215-L9-32-MAQCA/R20059215-L9-32-MAQCA_combined_R2.fastq.gz,
CBCGA_L10_32_MAQCB_20210112_R1.fastq.gz,sequence_CBCGA_L10_32_MAQCB_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059247-L10-32-MAQCB_combined_R1.fastq.gz,5132811932 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059247-L10-32-MAQCB/R20059247-L10-32-MAQCB_combined_R1.fastq.gz,
CBCGA_L10_32_MAQCB_20210112_R2.fastq.gz,sequence_CBCGA_L10_32_MAQCB_20210112,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20059247-L10-32-MAQCB_combined_R2.fastq.gz,5375027564 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01097_92Samples_20210112/Sample_R20059247-L10-32-MAQCB/R20059247-L10-32-MAQCB_combined_R2.fastq.gz,
CBCGA_L15_32_MAQC_A_20201227_R1.fastq.gz,sequence_CBCGA_L15_32_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061143-L15-32-MAQC-A_combined_R1.fastq.gz,5637861446 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061143-L15-32-MAQC-A/R20061143-L15-32-MAQC-A_combined_R1.fastq.gz,
CBCGA_L15_32_MAQC_A_20201227_R2.fastq.gz,sequence_CBCGA_L15_32_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061143-L15-32-MAQC-A_combined_R2.fastq.gz,5806357021 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061143-L15-32-MAQC-A/R20061143-L15-32-MAQC-A_combined_R2.fastq.gz,
CBCGA_L16_32_MAQC_B_20201227_R1.fastq.gz,sequence_CBCGA_L16_32_MAQC_B_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061175-L16-32-MAQC-B_combined_R1.fastq.gz,5272753303 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061175-L16-32-MAQC-B/R20061175-L16-32-MAQC-B_combined_R1.fastq.gz,
CBCGA_L16_32_MAQC_B_20201227_R2.fastq.gz,sequence_CBCGA_L16_32_MAQC_B_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061175-L16-32-MAQC-B_combined_R2.fastq.gz,5575555748 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061175-L16-32-MAQC-B/R20061175-L16-32-MAQC-B_combined_R2.fastq.gz,
CBCGA_L17_32_MAQC_A_20201227_R1.fastq.gz,sequence_CBCGA_L17_32_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061207-L17-32-MAQC-A_combined_R1.fastq.gz,6050808800 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061207-L17-32-MAQC-A/R20061207-L17-32-MAQC-A_combined_R1.fastq.gz,
CBCGA_L17_32_MAQC_A_20201227_R2.fastq.gz,sequence_CBCGA_L17_32_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061207-L17-32-MAQC-A_combined_R2.fastq.gz,6505040645 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061207-L17-32-MAQC-A/R20061207-L17-32-MAQC-A_combined_R2.fastq.gz,
CBCGA_L18_32_MAQC_B_20201227_R1.fastq.gz,sequence_CBCGA_L18_32_MAQC_B_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061239-L18-32-MAQC-B_combined_R1.fastq.gz,5232001575 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061239-L18-32-MAQC-B/R20061239-L18-32-MAQC-B_combined_R1.fastq.gz,
CBCGA_L18_32_MAQC_B_20201227_R2.fastq.gz,sequence_CBCGA_L18_32_MAQC_B_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20061239-L18-32-MAQC-B_combined_R2.fastq.gz,5591194185 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01098_123Samples_20201227/Sample_R20061239-L18-32-MAQC-B/R20061239-L18-32-MAQC-B_combined_R2.fastq.gz,
CBCGA_L20_32_MAQC_B_20201230_R1.fastq.gz,sequence_CBCGA_L20_32_MAQC_B_20201230,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071343-L20-32-MAQC-B_combined_R1.fastq.gz,5729631919 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_30Samples_20201230/Sample_R20071343-L20-32-MAQC-B/R20071343-L20-32-MAQC-B_combined_R1.fastq.gz,
CBCGA_L20_32_MAQC_B_20201230_R2.fastq.gz,sequence_CBCGA_L20_32_MAQC_B_20201230,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071343-L20-32-MAQC-B_combined_R2.fastq.gz,6128278491 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_30Samples_20201230/Sample_R20071343-L20-32-MAQC-B/R20071343-L20-32-MAQC-B_combined_R2.fastq.gz,
CBCGA_L23_32_MAQC_A_20201227_R1.fastq.gz,sequence_CBCGA_L23_32_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071439-L23-32-MAQC-A_combined_R1.fastq.gz,4892106453 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_86Samples_20201227/Sample_R20071439-L23-32-MAQC-A/R20071439-L23-32-MAQC-A_combined_R1.fastq.gz,
CBCGA_L23_32_MAQC_A_20201227_R2.fastq.gz,sequence_CBCGA_L23_32_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071439-L23-32-MAQC-A_combined_R2.fastq.gz,5118932547 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_86Samples_20201227/Sample_R20071439-L23-32-MAQC-A/R20071439-L23-32-MAQC-A_combined_R2.fastq.gz,
CBCGA_L24_32_MAQC_B_20201227_R1.fastq.gz,sequence_CBCGA_L24_32_MAQC_B_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071471-L24-32-MAQC-B_combined_R1.fastq.gz,5626377816 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_86Samples_20201227/Sample_R20071471-L24-32-MAQC-B/R20071471-L24-32-MAQC-B_combined_R1.fastq.gz,
CBCGA_L24_32_MAQC_B_20201227_R2.fastq.gz,sequence_CBCGA_L24_32_MAQC_B_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071471-L24-32-MAQC-B_combined_R2.fastq.gz,5826065635 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_86Samples_20201227/Sample_R20071471-L24-32-MAQC-B/R20071471-L24-32-MAQC-B_combined_R2.fastq.gz,
CBCGA_L25_25_MAQC_A_20201227_R1.fastq.gz,sequence_CBCGA_L25_25_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071496-L25-25-MAQC-A_combined_R1.fastq.gz,6274355778 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_86Samples_20201227/Sample_R20071496-L25-25-MAQC-A/R20071496-L25-25-MAQC-A_combined_R1.fastq.gz,
CBCGA_L25_25_MAQC_A_20201227_R2.fastq.gz,sequence_CBCGA_L25_25_MAQC_A_20201227,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071496-L25-25-MAQC-A_combined_R2.fastq.gz,6575290792 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_86Samples_20201227/Sample_R20071496-L25-25-MAQC-A/R20071496-L25-25-MAQC-A_combined_R2.fastq.gz,
CBCGA_L19_32_MAQC_A_20201226_R1.fastq.gz,sequence_CBCGA_L19_32_MAQC_A_20201226,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071311-L19-32-MAQC-A_combined_R1.fastq.gz,5420480752 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_87Samples_20201226/Sample_R20071311-L19-32-MAQC-A/R20071311-L19-32-MAQC-A_combined_R1.fastq.gz,
CBCGA_L19_32_MAQC_A_20201226_R2.fastq.gz,sequence_CBCGA_L19_32_MAQC_A_20201226,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071311-L19-32-MAQC-A_combined_R2.fastq.gz,5878039159 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_87Samples_20201226/Sample_R20071311-L19-32-MAQC-A/R20071311-L19-32-MAQC-A_combined_R2.fastq.gz,
CBCGA_L21_32_MAQC_A_20201226_R1.fastq.gz,sequence_CBCGA_L21_32_MAQC_A_20201226,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071375-L21-32-MAQC-A_combined_R1.fastq.gz,5157464636 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_87Samples_20201226/Sample_R20071375-L21-32-MAQC-A/R20071375-L21-32-MAQC-A_combined_R1.fastq.gz,
CBCGA_L21_32_MAQC_A_20201226_R2.fastq.gz,sequence_CBCGA_L21_32_MAQC_A_20201226,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071375-L21-32-MAQC-A_combined_R2.fastq.gz,5362547601 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_87Samples_20201226/Sample_R20071375-L21-32-MAQC-A/R20071375-L21-32-MAQC-A_combined_R2.fastq.gz,
CBCGA_L22_32_MAQC_B_20201226_R1.fastq.gz,sequence_CBCGA_L22_32_MAQC_B_20201226,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071407-L22-32-MAQC-B_combined_R1.fastq.gz,5597126549 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_87Samples_20201226/Sample_R20071407-L22-32-MAQC-B/R20071407-L22-32-MAQC-B_combined_R1.fastq.gz,
CBCGA_L22_32_MAQC_B_20201226_R2.fastq.gz,sequence_CBCGA_L22_32_MAQC_B_20201226,CBCGA,Unaligned Reads,RNA-seq,FASTQ,R20071407-L22-32-MAQC-B_combined_R2.fastq.gz,5881865315 ,,oss://pgx-source-data/CBCGA2020/RNA-seq/Project_s187g01100_87Samples_20201226/Sample_R20071407-L22-32-MAQC-B/R20071407-L22-32-MAQC-B_combined_R2.fastq.gz,
